Store,ActualSales,MAE,RMSPE
389,844649,1828.3892115542762,0.18369288165832134
544,1043706,1820.3892115542762,0.1469868880857122
292,382527,1814.999755859375,0.8405450371816453
682,1035300,1801.3934956644919,0.1735490286275232
464,798040,1800.1623856393915,0.19369728935103722
479,875117,1799.5615105879933,0.17408618571348086
897,252604,1779.93962890625,0.5987887349004514
434,806710,1776.5914908854168,0.1807230258927917
964,706340,1767.7598177083332,0.21869689046649468
558,250675,1759.7767044870477,0.5961301614091745
501,375658,1754.69296875,0.4620614246767437
562,1619349,1753.7197265625,0.11760021680685208
236,581368,1743.9036929481908,0.2365998270122232
637,702104,1742.3714713541667,0.20029519588235278
447,417045,1736.8307077508223,0.35728680270299723
453,848793,1734.5345552884614,0.2161253525791301
520,316139,1729.4187461451481,0.4689952099866395
183,405916,1726.033939422123,0.2882448629549327
493,682526,1725.0260091145833,0.19950716152157688
379,322193,1718.9567678351152,0.48342597772669277
432,893451,1717.9381296258223,0.18659151995113613
789,290035,1709.214912109375,0.5355168887569186
770,373797,1699.8884830729166,0.4642158936504489
1027,993956,1688.959921875,0.1633689918962741
271,606753,1688.8937763414885,0.3589744350209908
1113,507416,1686.6806576377467,0.3052869897744595
970,224099,1685.453681640625,0.8605762956186205
722,693559,1683.4120644017269,0.20425832469728422
574,718066,1672.3602669270833,0.18767943409808202
423,1070682,1671.4124205872254,0.18142942156816325
704,853304,1667.1385562294408,0.16109209522162032
259,1200975,1666.4365019745878,0.14497682874348825
820,913017,1663.6354166666667,0.1517134421424901
535,640011,1662.5402604166666,0.20730472422936108
444,889793,1656.5486867804277,0.1619545655163323
905,521050,1654.8364127604166,0.3039108705839303
348,692073,1653.7301171875,0.21406580837356404
157,764939,1646.5377734375,0.17034489924761684
912,446373,1645.3356805098683,0.3483111977869366
1010,725594,1644.9122250205592,0.18768902689352202
459,705463,1644.1002197265625,0.18153689655215308
791,676229,1641.246484375,0.19159665455073208
299,684822,1639.3902064732142,0.30025683984850504
416,880196,1638.1775930304277,0.15204565272237427
1080,822763,1630.7978255208334,0.15967352302692928
799,761746,1630.3730598958334,0.1769782260668736
381,697846,1620.695492393092,0.19372210852071747
642,267006,1617.2038444010416,0.5319339919311883
270,774575,1608.3539268092106,0.17114531547820283
